2.28E+00	1.24E+00	1.68E+01	-7.56E+00	6.42E+00	7.32E-01	2.479406789
-7.46E-01	4.51E-01	8.49E+00	5.76E+00	-1.81E+00	2.44E+00	2.051768333
-1.49E-01	-4.10E-01	1.80E+00	-1.31E+00	-1.09E-01	5.40E-01	0.42819423
3.11E-02	-7.19E-01	9.35E-01	3.32E-01	2.98E-01	3.36E-01	0.852467318
5.62E-02	1.59E+00	-4.11E+00	-1.31E+00	-8.14E-01	-9.18E-01	0.102053389
-2.95E-01	1.00E-01	1.38E+00	4.75E-01	1.23E+00	2.26E-01	1.218732218
-1.06E-01	2.92E-03	1.87E-01	-7.26E-02	-3.36E-02	6.63E-02	1.050984133
2.51E-03	-1.04E-03	6.25E-01	-8.40E-02	4.28E-02	-3.46E-03	0.423714622
1.21E-01	4.83E-02	2.09E-01	1.59E-01	1.65E-01	9.95E-02	1.702510765
1.05E-01	-8.85E-02	7.72E-03	-9.81E-02	-2.68E-01	-9.87E-02	0.835994389
3.80E-02	4.69E-02	3.08E-03	-1.19E-01	1.70E-01	-4.69E-02	1.701576669
-4.50E-01	-1.57E-01	-2.99E-01	2.45E-01	4.83E-01	-2.75E-01	2.479911572
-3.44E-02	2.35E-01	-1.10E-01	-2.61E-01	1.76E-01	-4.19E-02	1.373845764
5.04E-03	-4.21E-02	1.57E-01	2.94E-01	3.22E-01	-9.60E-03	2.567672222
1.26E-01	5.80E-01	-2.50E-01	-6.67E-01	5.61E-01	1.98E-01	1.677367765
1.06E-01	1.53E-01	-1.33E-01	-1.11E-01	-5.54E-02	1.32E-01	0.86120697
6.95E-01	1.02E-02	-6.83E-02	-8.01E-02	4.31E-01	-9.09E-02	2.441883221
3.62E-01	1.75E-01	-7.38E-01	-1.32E-01	1.98E-01	-2.52E-01	1.561665478
-5.44E-03	2.08E-01	-1.20E-01	-4.84E-01	2.55E-02	1.07E-01	2.492982935
1.57E-01	4.33E-02	5.11E-03	2.26E-02	-2.98E-01	-3.31E-01	1.455889673
9.11E-02	1.40E-01	3.64E-02	-5.17E-01	2.03E-01	-1.45E-01	1.86917205
-1.32E-01	1.88E-01	1.56E-03	2.61E-01	2.67E-01	3.22E-02	0.739717316
-1.90E-02	4.91E-01	7.40E-02	-2.59E-01	4.30E-03	7.45E-02	2.854363867
2.30E-02	9.12E-02	-3.91E-02	2.08E-01	1.17E-01	4.60E-02	0.738912738
3.91E-01	1.19E-01	-4.87E-01	3.36E-01	3.85E-01	2.28E-01	0.388571113
3.62E-03	4.24E-01	4.90E-03	-4.81E-01	6.22E-03	-1.63E-01	1.454975078
6.84E-02	7.13E-02	-8.21E-02	-1.23E-01	-7.68E-02	7.42E-02	1.659252091
1.25E-01	1.86E-02	-2.89E-01	-4.61E-02	-2.15E-01	-1.20E-01	2.493660637
-3.63E-02	3.83E-01	2.86E-02	-1.73E-01	4.58E-02	-7.12E-03	2.526752161
-7.79E-02	4.79E-01	-1.55E-03	6.07E-01	-2.50E-01	-3.98E-03	1.428919303
1.74E-01	3.19E-01	-8.45E-02	4.56E-01	-3.25E-01	-2.36E-01	1.875837206
6.47E-02	3.52E-01	-1.31E-01	5.65E-02	9.01E-02	-1.03E-01	0.707852203
3.27E-01	5.06E-02	-5.29E-01	2.79E-01	-2.61E-01	-1.63E-01	2.599937793
1.67E-01	2.40E-03	-1.16E-01	-4.27E-02	8.76E-02	-3.27E-02	1.404167776
3.30E-01	6.33E-01	9.72E-02	2.77E-01	1.99E-01	4.57E-01	1.386118146
-1.34E-01	-1.27E-02	-1.71E-01	1.47E-01	-5.82E-01	4.22E-02	0.571072164
5.36E-02	1.66E-02	-1.12E-01	-2.62E-01	-1.26E-01	5.58E-02	1.2818334
1.00E-01	-3.93E-02	-5.44E-02	1.66E-01	2.57E-01	-3.74E-04	1.55594357
6.66E-04	9.16E-02	-1.81E-01	-2.74E-01	1.92E-01	-3.10E-02	1.279148572
-4.11E-04	3.83E-01	-2.41E-02	-1.35E-01	-4.55E-03	-4.80E-02	1.081447827
2.64E-01	-7.47E-02	-4.86E-01	-3.27E-01	-5.89E-01	-1.95E-02	1.244594545
9.00E-03	9.78E-02	-1.36E+00	-1.12E+00	-6.17E-01	1.10E-01	1.678567317
-1.87E-01	-1.29E-02	-4.18E-01	1.53E-01	6.83E-01	-2.86E-01	1.855038643
-7.12E-01	-5.18E-02	-1.60E-01	-4.71E-01	-1.91E+00	-2.29E-01	1.179672388
1.81E-02	3.01E-01	-3.33E-01	1.74E-01	-5.66E-02	-7.47E-02	0.183919752
5.09E-02	-5.41E-02	3.37E-02	2.63E-01	4.42E-01	-2.99E-02	1.757400245
1.60E-01	7.82E-02	-4.11E-02	9.09E-02	-1.02E-01	-1.14E-01	1.383813412
1.09E-01	8.80E-04	-4.00E-01	6.05E-03	-3.26E-01	2.40E-02	2.35843533
1.78E-01	1.19E+00	-4.79E-01	-1.22E+00	-4.73E-02	2.91E-02	0.155031942
1.94E-01	1.12E-01	-1.31E-01	-1.39E-01	-1.37E-01	1.51E-01	1.098407309
9.16E-05	3.19E-02	-3.21E-01	-3.84E-01	-1.46E-03	-8.71E-03	1.761511938
6.53E-02	1.27E-01	-2.12E-03	1.99E-01	-2.52E-01	-1.06E-01	1.74549348
8.93E-03	-8.52E-02	-1.54E-01	-3.34E-01	-1.12E-01	-2.60E-03	1.486926329
8.20E-02	2.56E-01	7.04E-02	3.31E-01	-1.50E-01	-1.50E-01	0.715246479
3.03E-03	1.28E-01	-1.57E-01	3.12E-01	-3.91E-01	-1.00E-01	2.992942093
2.32E-04	2.78E-01	-1.25E-04	6.21E-03	-8.31E-05	-8.85E-03	0.131001807
1.72E-01	5.85E-02	1.70E-01	1.16E-01	-1.75E-01	-1.32E-01	2.72546835
5.80E-01	6.77E-01	-1.25E-01	-1.01E+00	4.73E-01	-6.84E-01	1.12470043
4.41E-03	-8.85E-02	-3.33E-01	-4.71E-01	-6.55E-02	-2.12E-02	2.841290095
5.50E-02	-9.57E-02	1.41E-01	-3.23E-01	-3.11E-01	-1.38E-02	1.337209455
7.44E-02	2.14E-01	7.78E-02	1.54E-01	-1.03E-01	-1.29E-01	1.850644804
1.83E-01	2.46E-02	1.69E-02	-5.13E-02	-1.61E-01	6.79E-02	1.399591532
8.39E-02	-3.11E-02	-3.61E-02	-1.20E-01	-2.21E-01	-7.59E-03	2.612932663
4.50E-02	-1.51E-02	-1.97E-01	-2.90E-01	1.90E-01	-2.68E-02	1.32203693
2.15E-01	2.80E-01	1.98E-01	2.99E-01	2.66E-01	2.45E-01	0.781329562
1.17E-01	4.50E-01	1.60E-01	2.85E-01	1.87E-01	2.56E-01	0.487681135
-3.56E-03	2.91E-01	-2.37E-02	1.63E-01	-2.67E-02	-9.85E-03	2.811541335
-1.18E-01	8.74E-04	-1.24E-01	-4.45E-02	4.80E-01	1.06E-03	1.707715181
1.43E-01	2.49E-02	-5.11E-01	8.77E-02	-2.80E-01	-6.07E-02	2.900987077
1.82E-01	-8.23E-04	-2.21E-01	2.13E-02	2.72E-01	-5.15E-02	0.396273347
3.35E-04	3.88E-01	-1.96E-01	-3.01E-01	-1.63E-02	1.29E-02	1.261077545
1.53E-01	1.84E-01	-7.73E-01	-3.47E-01	2.66E-01	-1.33E-01	2.495334784
3.13E-01	1.71E-02	1.99E-02	-4.99E-02	-1.84E-01	7.41E-02	2.142431195
5.28E-03	3.73E-01	9.03E-03	5.82E-02	-1.04E-02	-7.10E-02	0.24421917
1.96E-01	3.93E-01	-4.17E-01	6.40E-02	-7.39E-01	-3.80E-01	0.660393844
-1.43E-02	3.68E-01	-2.95E-01	-3.51E-01	-1.25E-01	2.54E-02	2.268796645
2.93E-03	1.86E-01	1.59E-01	2.39E-01	2.16E-02	3.16E-02	1.36886354
1.94E-01	-2.92E-02	-6.46E-02	-4.52E-02	-1.16E-01	-4.98E-02	2.274688317
8.76E-02	6.06E-02	5.10E-03	3.67E-02	6.91E-02	8.17E-02	2.131761936
3.57E-01	4.83E-02	3.68E-01	1.35E-01	3.64E-01	1.32E-01	0.330343559
-5.77E-03	-7.41E-02	8.76E-03	-4.49E-01	-1.99E-02	-6.50E-02	2.689797679
-1.44E-02	6.13E-01	-9.89E-02	5.86E-01	-2.04E-01	-7.99E-02	1.335460774
-7.93E-04	9.78E-02	-2.47E-01	3.70E-01	1.70E-01	2.06E-02	0.622157539
3.48E-01	2.25E-01	-3.06E-01	1.87E-01	-4.64E-02	-1.37E-01	1.155439636
1.00E-01	1.02E-01	-1.46E-01	-1.86E-01	2.07E-01	-1.02E-01	0.731236434
1.48E-02	1.86E-01	-5.65E-04	-8.74E-03	-5.92E-03	6.55E-02	0.725744249
-2.75E-02	1.78E-01	-6.60E-02	2.12E-01	5.60E-02	-4.85E-02	2.045737738
5.78E-02	1.70E-01	-2.94E-01	3.50E-01	-1.21E-01	-1.07E-01	1.771834624
4.09E-01	2.83E-01	1.11E-01	4.81E-02	3.00E-01	-2.07E-01	0.568298347
1.10E+00	-1.34E-01	2.73E+00	5.51E-01	-2.51E+00	-5.51E-02	0.411802184
-1.38E-01	3.92E-02	3.17E-01	-2.25E-01	-3.63E-01	-8.05E-04	0.972272567
2.58E-01	5.28E-02	-1.46E-01	-4.85E-01	5.12E-01	-1.48E-01	2.857051743
