2.282630E+00	1.235690E+00	1.684230E+01	-7.558970E+00	6.422290E+00	7.322580E-01
-7.456400E-01	4.507800E-01	8.486140E+00	5.762460E+00	-1.809750E+00	2.437020E+00
-1.491720E-01	-4.103010E-01	1.801730E+00	-1.312860E+00	-1.085310E-01	5.404340E-01
3.114970E-02	-7.193920E-01	9.349810E-01	3.315770E-01	2.975310E-01	3.361110E-01
5.619260E-02	1.587980E+00	-4.108710E+00	-1.305250E+00	-8.139830E-01	-9.184910E-01
-2.949880E-01	1.004140E-01	1.379180E+00	4.754110E-01	1.233950E+00	2.263330E-01
-1.061310E-01	2.916660E-03	1.870400E-01	-7.264050E-02	-3.359460E-02	6.631220E-02
2.507240E-03	-1.038520E-03	6.246580E-01	-8.400940E-02	4.280270E-02	-3.464860E-03
1.213080E-01	4.832480E-02	2.085930E-01	1.585910E-01	1.651260E-01	9.947090E-02
1.051730E-01	-8.847860E-02	7.723020E-03	-9.814430E-02	-2.679710E-01	-9.873270E-02
3.799540E-02	4.694290E-02	3.077700E-03	-1.185670E-01	1.698670E-01	-4.691900E-02
-4.504380E-01	-1.565460E-01	-2.993060E-01	2.452620E-01	4.827190E-01	-2.748210E-01
-3.437050E-02	2.350800E-01	-1.100800E-01	-2.607930E-01	1.757950E-01	-4.192580E-02
5.041190E-03	-4.214040E-02	1.566240E-01	2.940290E-01	3.220870E-01	-9.596780E-03
1.260670E-01	5.798900E-01	-2.498240E-01	-6.667030E-01	5.612540E-01	1.981150E-01
1.055770E-01	1.530720E-01	-1.331220E-01	-1.114460E-01	-5.538010E-02	1.316460E-01
6.949760E-01	1.022170E-02	-6.831150E-02	-8.007930E-02	4.312790E-01	-9.090010E-02
3.621670E-01	1.747520E-01	-7.384490E-01	-1.315210E-01	1.981700E-01	-2.516060E-01
-5.435230E-03	2.083920E-01	-1.195810E-01	-4.836180E-01	2.551230E-02	1.072810E-01
1.566770E-01	4.331750E-02	5.106630E-03	2.255880E-02	-2.977770E-01	-3.308590E-01
